ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
T50B92D,"Poisoning by other viral vaccines, intentional self-harm, subsequent encounter",INJ059,"Poisoning by drugs, subsequent encounter",N,08 Suicidal ideation/attempt/intentional self-harm
T50B93D,"Poisoning by other viral vaccines, assault, subs encntr",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50B94D,"Poisoning by other viral vaccines, undetermined, subs encntr",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z11D,"Poisoning by immunoglobulin, accidental, subs",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z12D,"Poisoning by immunoglobulin, intentional self-harm, subsequent encounter",INJ059,"Poisoning by drugs, subsequent encounter",N,08 Suicidal ideation/attempt/intentional self-harm
T50Z13D,"Poisoning by immunoglobulin, assault, subsequent encounter",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z14D,"Poisoning by immunoglobulin, undetermined, subs encntr",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z91D,"Poisoning by oth vaccines and biolg substances, acc, subs",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z92D,"Poisoning by other vaccines and biological substances, intentional self-harm, subsequent encounter",INJ059,"Poisoning by drugs, subsequent encounter",N,08 Suicidal ideation/attempt/intentional self-harm
T50Z93D,"Poisoning by oth vaccines and biolg substnc, assault, subs",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T50Z94D,"Poisoning by oth vaccines and biolg substances, undet, subs",INJ059,"Poisoning by drugs, subsequent encounter",Y,0 Not Applicable
T360X1S,"Poisoning by penicillins, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T360X2S,"Poisoning by penicillins, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T360X3S,"Poisoning by penicillins, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T360X4S,"Poisoning by penicillins, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T360X5S,"Adverse effect of penicillins, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T360X6S,"Underdosing of penicillins, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T361X1S,"Poisn by cephalospor/oth beta-lactm antibiot, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T361X2S,"Poisoning by cephalosporins and other beta-lactam antibiotics, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T361X3S,"Poisn by cephalospor/oth beta-lactm antibiot, asslt, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T361X4S,"Poisn by cephalospor/oth beta-lactm antibiot, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T361X5S,"Advrs effect of cephalospor/oth beta-lactm antibiot, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T361X6S,"Underdosing of cephalospor/oth beta-lactm antibiot, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T362X1S,"Poisoning by chloramphenicol group, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T362X2S,"Poisoning by chloramphenicol group, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T362X3S,"Poisoning by chloramphenicol group, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T362X4S,"Poisoning by chloramphenicol group, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T362X5S,"Adverse effect of chloramphenicol group, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T362X6S,"Underdosing of chloramphenicol group, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T363X1S,"Poisoning by macrolides, accidental (unintentional), sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T363X2S,"Poisoning by macrolides, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T363X3S,"Poisoning by macrolides, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T363X4S,"Poisoning by macrolides, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T363X5S,"Adverse effect of macrolides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T363X6S,"Underdosing of macrolides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T364X1S,"Poisoning by tetracyclines, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T364X2S,"Poisoning by tetracyclines, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T364X3S,"Poisoning by tetracyclines, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T364X4S,"Poisoning by tetracyclines, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T364X5S,"Adverse effect of tetracyclines, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T364X6S,"Underdosing of tetracyclines, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T365X1S,"Poisoning by aminoglycosides, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T365X2S,"Poisoning by aminoglycosides, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T365X3S,"Poisoning by aminoglycosides, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T365X4S,"Poisoning by aminoglycosides, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T365X5S,"Adverse effect of aminoglycosides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T365X6S,"Underdosing of aminoglycosides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T366X1S,"Poisoning by rifampicins, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T366X2S,"Poisoning by rifampicins, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T366X3S,"Poisoning by rifampicins, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T366X4S,"Poisoning by rifampicins, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T366X5S,"Adverse effect of rifampicins, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T366X6S,"Underdosing of rifampicins, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T367X1S,"Poisoning by antifungal antibiot, sys used, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T367X2S,"Poisoning by antifungal antibiotics, systemically used, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T367X3S,"Poisoning by antifungal antibiot, sys used, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T367X4S,"Poisoning by antifungal antibiot, sys used, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T367X5S,"Adverse effect of antifungal antibiotics, sys used, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T367X6S,"Underdosing of antifungal antibiotics, sys used, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T368X1S,"Poisoning by oth systemic antibiotics, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T368X2S,"Poisoning by other systemic antibiotics, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T368X3S,"Poisoning by other systemic antibiotics, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T368X4S,"Poisoning by oth systemic antibiotics, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T368X5S,"Adverse effect of other systemic antibiotics, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T368X6S,"Underdosing of other systemic antibiotics, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3691XS,"Poisoning by unsp systemic antibiotic, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3692XS,"Poisoning by unspecified systemic antibiotic, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T3693XS,"Poisoning by unsp systemic antibiotic, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3694XS,"Poisoning by unsp systemic antibiotic, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3695XS,"Adverse effect of unspecified systemic antibiotic, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3696XS,"Underdosing of unspecified systemic antibiotic, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T370X1S,"Poisoning by sulfonamides, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T370X2S,"Poisoning by sulfonamides, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T370X3S,"Poisoning by sulfonamides, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T370X4S,"Poisoning by sulfonamides, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T370X5S,"Adverse effect of sulfonamides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T370X6S,"Underdosing of sulfonamides, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T371X1S,"Poisoning by antimycobac drugs, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T371X2S,"Poisoning by antimycobacterial drugs, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T371X3S,"Poisoning by antimycobacterial drugs, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T371X4S,"Poisoning by antimycobacterial drugs, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T371X5S,"Adverse effect of antimycobacterial drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T371X6S,"Underdosing of antimycobacterial drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T372X1S,"Poisn by antimalari/drugs acting on bld protzoa, acc, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T372X2S,"Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T372X3S,"Poisn by antimalari/drugs acting on bld protzoa, asslt, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T372X4S,"Poisn by antimalari/drugs acting on bld protzoa, undet, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T372X5S,"Advrs effect of antimalari/drugs acting on bld protzoa, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T372X6S,"Undrdose of antimalari/drugs acting on bld protzoa, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T373X1S,"Poisoning by oth antiprotozoal drugs, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T373X2S,"Poisoning by other antiprotozoal drugs, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T373X3S,"Poisoning by other antiprotozoal drugs, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T373X4S,"Poisoning by oth antiprotozoal drugs, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T373X5S,"Adverse effect of other antiprotozoal drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T373X6S,"Underdosing of other antiprotozoal drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T374X1S,"Poisoning by anthelminthics, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T374X2S,"Poisoning by anthelminthics, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T374X3S,"Poisoning by anthelminthics, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T374X4S,"Poisoning by anthelminthics, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T374X5S,"Adverse effect of anthelminthics, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T374X6S,"Underdosing of anthelminthics, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T375X1S,"Poisoning by antiviral drugs, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T375X2S,"Poisoning by antiviral drugs, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T375X3S,"Poisoning by antiviral drugs, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T375X4S,"Poisoning by antiviral drugs, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T375X5S,"Adverse effect of antiviral drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T375X6S,"Underdosing of antiviral drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T378X1S,"Poisoning by oth systemic anti-infect/parasit, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T378X2S,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T378X3S,"Poisn by oth systemic anti-infect/parasit, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T378X4S,"Poisn by oth systemic anti-infect/parasit, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T378X5S,"Adverse effect of systemic anti-infect/parasit, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T378X6S,"Underdosing of systemic anti-infect/parasit, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3791XS,"Poisn by unsp sys anti-infect and antiparastc, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3792XS,"Poisoning by unspecified systemic anti-infective and antiparasitics, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T3793XS,"Poisn by unsp sys anti-infect and antiparastc, asslt, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3794XS,"Poisn by unsp sys anti-infect and antiparastc, undet, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3795XS,"Advrs effect of unsp sys anti-infect and antiparasitic, sqla",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T3796XS,"Underdosing of unsp systemic anti-infect/parasit, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T380X1S,"Poisoning by glucocort/synth analog, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T380X2S,"Poisoning by glucocorticoids and synthetic analogues, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T380X3S,"Poisoning by glucocort/synth analog, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T380X4S,"Poisoning by glucocort/synth analog, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T380X5S,"Adverse effect of glucocort/synth analog, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T380X6S,"Underdosing of glucocort/synth analog, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T381X1S,"Poisoning by thyroid hormones and sub, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T381X2S,"Poisoning by thyroid hormones and substitutes, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T381X3S,"Poisoning by thyroid hormones and sub, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T381X4S,"Poisoning by thyroid hormones and sub, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T381X5S,"Adverse effect of thyroid hormones and substitutes, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T381X6S,"Underdosing of thyroid hormones and substitutes, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T382X1S,"Poisoning by antithyroid drugs, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T382X2S,"Poisoning by antithyroid drugs, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T382X3S,"Poisoning by antithyroid drugs, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T382X4S,"Poisoning by antithyroid drugs, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T382X5S,"Adverse effect of antithyroid drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T382X6S,"Underdosing of antithyroid drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T383X1S,"Poisn by insulin and oral hypoglycemic drugs, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T383X2S,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T383X3S,"Poisn by insulin and oral hypoglycemic drugs, asslt, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T383X4S,"Poisn by insulin and oral hypoglycemic drugs, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T383X5S,"Advrs effect of insulin and oral hypoglycemic drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T383X6S,"Underdosing of insulin and oral hypoglycemic drugs, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T384X1S,"Poisoning by oral contraceptives, accidental, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T384X2S,"Poisoning by oral contraceptives, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T384X3S,"Poisoning by oral contraceptives, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T384X4S,"Poisoning by oral contraceptives, undetermined, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T384X5S,"Adverse effect of oral contraceptives, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T384X6S,"Underdosing of oral contraceptives, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T385X1S,"Poisoning by oth estrogens and progstrn, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T385X2S,"Poisoning by other estrogens and progestogens, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T385X3S,"Poisoning by oth estrogens and progstrn, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T385X4S,"Poisoning by oth estrogens and progstrn, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T385X5S,"Adverse effect of other estrogens and progestogens, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T385X6S,"Underdosing of other estrogens and progestogens, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T386X1S,"Poisn by antigonadtr/antiestr/antiandrg, NEC, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T386X2S,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T386X3S,"Poisn by antigonadtr/antiestr/antiandrg, NEC, asslt, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T386X4S,"Poisn by antigonadtr/antiestr/antiandrg, NEC, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T386X5S,"Advrs effect of antigonadtr/antiestr/antiandrg, NEC, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T386X6S,"Underdosing of antigonadtr/antiestr/antiandrg, NEC, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T387X1S,"Poisoning by androgens and anabolic congeners, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T387X2S,"Poisoning by androgens and anabolic congeners, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T387X3S,"Poisn by androgens and anabolic congeners, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T387X4S,"Poisn by androgens and anabolic congeners, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T387X5S,"Adverse effect of androgens and anabolic congeners, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T387X6S,"Underdosing of androgens and anabolic congeners, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38801S,"Poisoning by unsp hormones and synthetic sub, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38802S,"Poisoning by unspecified hormones and synthetic substitutes, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T38803S,"Poisn by unsp hormones and synthetic sub, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38804S,"Poisoning by unsp hormones and synthetic sub, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38805S,"Adverse effect of unsp hormones and synthetic sub, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38806S,"Underdosing of unsp hormones and synthetic sub, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38811S,"Poisoning by anterior pituitary hormones, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38812S,"Poisoning by anterior pituitary [adenohypophyseal] hormones, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T38813S,"Poisoning by anterior pituitary hormones, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38814S,"Poisoning by anterior pituitary hormones, undet, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38815S,"Adverse effect of anterior pituitary hormones, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38816S,"Underdosing of anterior pituitary hormones, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38891S,"Poisoning by oth hormones and synthetic sub, acc, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
T38892S,"Poisoning by other hormones and synthetic substitutes, intentional self-harm, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",X,0 Invalid PDX
T38893S,"Poisn by oth hormones and synthetic sub, assault, sequela",INJ075,"Poisoning/toxic effect/adverse effects/underdosing, sequela",Y,0 Not Applicable
