ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S61313A,"Laceration w/o fb of l mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61314A,"Laceration w/o fb of r rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61315A,"Laceration w/o fb of l rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61316A,"Laceration w/o fb of r little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61317A,"Laceration w/o fb of l little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61318A,"Laceration w/o foreign body of finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61319A,"Laceration w/o fb of unsp finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61320A,"Laceration w fb of r idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61321A,"Laceration w fb of l idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61322A,"Laceration w fb of r mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61323A,"Laceration w fb of l mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61324A,"Laceration w fb of r rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61325A,"Laceration w fb of l rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61326A,"Laceration w fb of r little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61327A,"Laceration w fb of l little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61328A,"Laceration w foreign body of finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61329A,"Laceration w fb of unsp finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61330A,"Pnctr w/o foreign body of r idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61331A,"Pnctr w/o foreign body of l idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61332A,"Pnctr w/o fb of r mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61333A,"Pnctr w/o fb of l mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61334A,"Pnctr w/o foreign body of r rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61335A,"Pnctr w/o foreign body of l rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61336A,"Pnctr w/o fb of r little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61337A,"Pnctr w/o fb of l little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61338A,"Pnctr w/o foreign body of finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61339A,"Pnctr w/o foreign body of unsp finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61340A,"Pnctr w foreign body of r idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61341A,"Pnctr w foreign body of l idx fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61342A,"Pnctr w foreign body of r mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61343A,"Pnctr w foreign body of l mid finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61344A,"Pnctr w foreign body of r rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61345A,"Pnctr w foreign body of l rng fngr w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61346A,"Pnctr w fb of r little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61347A,"Pnctr w fb of l little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61348A,"Pnctr w foreign body of finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61349A,"Pnctr w foreign body of unsp finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61350A,"Open bite of right index finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61351A,"Open bite of left index finger w damage to nail, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61352A,"Open bite of right middle finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61353A,"Open bite of left middle finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61354A,"Open bite of right ring finger w damage to nail, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61355A,"Open bite of left ring finger w damage to nail, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61356A,"Open bite of right little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61357A,"Open bite of left little finger w damage to nail, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61358A,"Open bite of other finger with damage to nail, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61359A,"Open bite of unsp finger with damage to nail, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61401A,"Unspecified open wound of right hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61402A,"Unspecified open wound of left hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61409A,"Unspecified open wound of unspecified hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61411A,"Laceration without foreign body of right hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61412A,"Laceration without foreign body of left hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61419A,"Laceration without foreign body of unsp hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61421A,"Laceration with foreign body of right hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61422A,"Laceration with foreign body of left hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61429A,"Laceration with foreign body of unsp hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61431A,"Puncture wound w/o foreign body of right hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61432A,"Puncture wound w/o foreign body of left hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61439A,"Puncture wound w/o foreign body of unsp hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61441A,"Puncture wound with foreign body of right hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61442A,"Puncture wound with foreign body of left hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61449A,"Puncture wound with foreign body of unsp hand, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61451A,"Open bite of right hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61452A,"Open bite of left hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61459A,"Open bite of unspecified hand, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61501A,"Unspecified open wound of right wrist, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61502A,"Unspecified open wound of left wrist, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61509A,"Unspecified open wound of unspecified wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61511A,"Laceration without foreign body of right wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61512A,"Laceration without foreign body of left wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61519A,"Laceration without foreign body of unsp wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61521A,"Laceration with foreign body of right wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61522A,"Laceration with foreign body of left wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61529A,"Laceration with foreign body of unsp wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61531A,"Puncture wound w/o foreign body of right wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61532A,"Puncture wound w/o foreign body of left wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61539A,"Puncture wound w/o foreign body of unsp wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61541A,"Puncture wound with foreign body of right wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S31552D,"Open bite of unsp external genital organs, female, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31600D,"Unsp opn wnd abd wall, right upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31601D,"Unsp open wound of abd wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31602D,"Unsp opn wnd abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31603D,"Unsp opn wnd abd wall, right lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31604D,"Unsp opn wnd abd wall, left lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31605D,"Unsp opn wnd abd wall, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31609D,"Unsp opn wnd abd wall, unsp quadrant w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31610D,"Lac w/o fb of abd wall, r upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31611D,"Lac w/o fb of abd wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31612D,"Lac w/o fb of abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31613D,"Lac w/o fb of abd wall, right low q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31614D,"Lac w/o fb of abd wall, left lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31615D,"Lac w/o fb of abd wall, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31619D,"Lac w/o fb of abd wall, unsp q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31620D,"Lac w fb of abd wall, right upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31621D,"Laceration w fb of abd wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31622D,"Lac w fb of abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31623D,"Lac w fb of abd wall, right lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31624D,"Lac w fb of abd wall, left lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31625D,"Lac w fb of abd wall, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31629D,"Lac w fb of abd wall, unsp quadrant w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31630D,"Pnctr w/o fb of abd wall, r upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31631D,"Pnctr w/o fb of abd wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31632D,"Pnctr w/o fb of abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31633D,"Pnctr w/o fb of abd wall, r low q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31634D,"Pnctr w/o fb of abd wall, left low q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31635D,"Pnctr w/o fb of abd wl, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31639D,"Pnctr w/o fb of abd wall, unsp q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31640D,"Pnctr w fb of abd wall, r upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31641D,"Pnctr w fb of abd wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31642D,"Pnctr w fb of abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31643D,"Pnctr w fb of abd wall, right low q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31644D,"Pnctr w fb of abd wall, left lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31645D,"Pnctr w fb of abd wall, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31649D,"Pnctr w fb of abd wall, unsp q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31650D,"Open bite of abd wall, right upper q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31651D,"Open bite of abdominal wall, l upr q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31652D,"Open bite of abd wall, epigst rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31653D,"Open bite of abd wall, right lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31654D,"Open bite of abd wall, left lower q w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31655D,"Open bite of abd wall, periumb rgn w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31659D,"Open bite of abd wall, unsp quadrant w penet perit cav, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31801D,"Laceration without foreign body of unsp buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31802D,"Laceration with foreign body of unsp buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31803D,"Puncture wound w/o foreign body of unsp buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31804D,"Puncture wound w foreign body of unsp buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31805D,"Open bite of unspecified buttock, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31809D,"Unspecified open wound of unspecified buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31811D,"Laceration w/o foreign body of right buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31812D,"Laceration with foreign body of right buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31813D,"Puncture wound w/o foreign body of right buttock, subs",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31814D,"Puncture wound w foreign body of right buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31815D,"Open bite of right buttock, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31819D,"Unspecified open wound of right buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31821D,"Laceration without foreign body of left buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31822D,"Laceration with foreign body of left buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31823D,"Puncture wound w/o foreign body of left buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31824D,"Puncture wound w foreign body of left buttock, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31825D,"Open bite of left buttock, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31829D,"Unspecified open wound of left buttock, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31831D,"Laceration without foreign body of anus, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31832D,"Laceration with foreign body of anus, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31833D,"Puncture wound without foreign body of anus, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31834D,"Puncture wound with foreign body of anus, subs encntr",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31835D,"Open bite of anus, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S31839D,"Unspecified open wound of anus, subsequent encounter",INJ050,"Open wounds of trunk, subsequent encounter",Y,0 Not Applicable
S61542A,"Puncture wound with foreign body of left wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61549A,"Puncture wound with foreign body of unsp wrist, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61551A,"Open bite of right wrist, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61552A,"Open bite of left wrist, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S61559A,"Open bite of unspecified wrist, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71001A,"Unspecified open wound, right hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71002A,"Unspecified open wound, left hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71009A,"Unspecified open wound, unspecified hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71011A,"Laceration without foreign body, right hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71012A,"Laceration without foreign body, left hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71019A,"Laceration without foreign body, unsp hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71021A,"Laceration with foreign body, right hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71022A,"Laceration with foreign body, left hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71029A,"Laceration with foreign body, unspecified hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71031A,"Puncture wound without foreign body, right hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71032A,"Puncture wound without foreign body, left hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71039A,"Puncture wound without foreign body, unsp hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71041A,"Puncture wound with foreign body, right hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71042A,"Puncture wound with foreign body, left hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71049A,"Puncture wound with foreign body, unsp hip, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71051A,"Open bite, right hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71052A,"Open bite, left hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71059A,"Open bite, unspecified hip, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71101A,"Unspecified open wound, right thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71102A,"Unspecified open wound, left thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71109A,"Unspecified open wound, unspecified thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71111A,"Laceration without foreign body, right thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71112A,"Laceration without foreign body, left thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71119A,"Laceration without foreign body, unsp thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71121A,"Laceration with foreign body, right thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71122A,"Laceration with foreign body, left thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71129A,"Laceration with foreign body, unspecified thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71131A,"Puncture wound w/o foreign body, right thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71132A,"Puncture wound without foreign body, left thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71139A,"Puncture wound without foreign body, unsp thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71141A,"Puncture wound with foreign body, right thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71142A,"Puncture wound with foreign body, left thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71149A,"Puncture wound with foreign body, unsp thigh, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71151A,"Open bite, right thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71152A,"Open bite, left thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S71159A,"Open bite, unspecified thigh, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81001A,"Unspecified open wound, right knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81002A,"Unspecified open wound, left knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81009A,"Unspecified open wound, unspecified knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81011A,"Laceration without foreign body, right knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81012A,"Laceration without foreign body, left knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81019A,"Laceration without foreign body, unsp knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81021A,"Laceration with foreign body, right knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81022A,"Laceration with foreign body, left knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81029A,"Laceration with foreign body, unspecified knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81031A,"Puncture wound without foreign body, right knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81032A,"Puncture wound without foreign body, left knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81039A,"Puncture wound without foreign body, unsp knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81041A,"Puncture wound with foreign body, right knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81042A,"Puncture wound with foreign body, left knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81049A,"Puncture wound with foreign body, unsp knee, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81051A,"Open bite, right knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81052A,"Open bite, left knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81059A,"Open bite, unspecified knee, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81801A,"Unspecified open wound, right lower leg, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81802A,"Unspecified open wound, left lower leg, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81809A,"Unspecified open wound, unspecified lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81811A,"Laceration w/o foreign body, right lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81812A,"Laceration without foreign body, left lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81819A,"Laceration without foreign body, unsp lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81821A,"Laceration with foreign body, right lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81822A,"Laceration with foreign body, left lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81829A,"Laceration with foreign body, unsp lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81831A,"Puncture wound w/o foreign body, right lower leg, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81832A,"Puncture wound w/o foreign body, left lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81839A,"Puncture wound w/o foreign body, unsp lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81841A,"Puncture wound w foreign body, right lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81842A,"Puncture wound w foreign body, left lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S81849A,"Puncture wound w foreign body, unsp lower leg, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
