ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S62657B,"Nondisp fx of medial phalanx of l lit fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62658A,"Nondisp fx of medial phalanx of oth finger, init for clos fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62658B,"Nondisp fx of medial phalanx of oth finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62659A,"Nondisp fx of medial phalanx of unsp finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62659B,"Nondisp fx of medial phalanx of unsp finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62660A,"Nondisp fx of distal phalanx of right index finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62660B,"Nondisp fx of distal phalanx of r idx fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62661A,"Nondisp fx of distal phalanx of left index finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62661B,"Nondisp fx of distal phalanx of l idx fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62662A,"Nondisp fx of distal phalanx of right middle finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62662B,"Nondisp fx of dist phalanx of r mid finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62663A,"Nondisp fx of distal phalanx of left middle finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62663B,"Nondisp fx of dist phalanx of l mid finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62664A,"Nondisp fx of distal phalanx of right ring finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62664B,"Nondisp fx of distal phalanx of r rng fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62665A,"Nondisp fx of distal phalanx of left ring finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62665B,"Nondisp fx of distal phalanx of l rng fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62666A,"Nondisp fx of distal phalanx of right little finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62666B,"Nondisp fx of dist phalanx of r little fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62667A,"Nondisp fx of distal phalanx of left little finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62667B,"Nondisp fx of dist phalanx of l little fngr, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62668A,"Nondisp fx of distal phalanx of oth finger, init for clos fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62668B,"Nondisp fx of distal phalanx of oth finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62669A,"Nondisp fx of distal phalanx of unsp finger, init",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S62669B,"Nondisp fx of distal phalanx of unsp finger, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6290XA,"Unsp fracture of unsp wrist and hand, init for clos fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6290XB,"Unsp fracture of unsp wrist and hand, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6291XA,"Unsp fracture of right wrist and hand, init for clos fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6291XB,"Unsp fracture of right wrist and hand, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6292XA,"Unsp fracture of left wrist and hand, init for clos fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
S6292XB,"Unsp fracture of left wrist and hand, init for opn fx",INJ004,"Fracture of the upper limb, initial encounter",Y,0 Not Applicable
M9711XA,"Periprosth fracture around internal prosth r knee jt, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
M9712XA,"Periprosth fracture around internal prosth l knee jt, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
M9721XA,"Periprosth fx around internal prosth r ankle joint, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
M9722XA,"Periprosth fx around internal prosth l ankle joint, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72301A,"Unsp fracture of shaft of right femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72301B,"Unsp fx shaft of right femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72301C,"Unsp fx shaft of right femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72302A,"Unsp fracture of shaft of left femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72302B,"Unsp fx shaft of left femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72302C,"Unsp fx shaft of left femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72309A,"Unsp fracture of shaft of unsp femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72309B,"Unsp fx shaft of unsp femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72309C,"Unsp fx shaft of unsp femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72321A,"Displaced transverse fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72321B,"Displ transverse fx shaft of r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72321C,"Displ transverse fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72322A,"Displaced transverse fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72322B,"Displ transverse fx shaft of l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72322C,"Displ transverse fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72323A,"Displaced transverse fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72323B,"Displ transverse fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72323C,"Displ transverse fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72324A,"Nondisp transverse fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72324B,"Nondisp transverse fx shaft of r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72324C,"Nondisp transverse fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72325A,"Nondisp transverse fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72325B,"Nondisp transverse fx shaft of l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72325C,"Nondisp transverse fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72326A,"Nondisp transverse fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72326B,"Nondisp transverse fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72326C,"Nondisp transverse fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72331A,"Displaced oblique fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72331B,"Displ oblique fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72331C,"Displ oblique fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72332A,"Displaced oblique fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72332B,"Displ oblique fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72332C,"Displ oblique fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72333A,"Displaced oblique fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72333B,"Displ oblique fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72333C,"Displ oblique fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72334A,"Nondisplaced oblique fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72334B,"Nondisp oblique fx shaft of r femr, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72334C,"Nondisp oblique fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72335A,"Nondisplaced oblique fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72335B,"Nondisp oblique fx shaft of l femr, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72335C,"Nondisp oblique fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72336A,"Nondisplaced oblique fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72336B,"Nondisp oblique fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72336C,"Nondisp oblique fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72341A,"Displaced spiral fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72341B,"Displ spiral fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72341C,"Displ spiral fx shaft of r femr, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72342A,"Displaced spiral fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72342B,"Displ spiral fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72342C,"Displ spiral fx shaft of l femr, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72343A,"Displaced spiral fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72343B,"Displ spiral fx shaft of unsp femr, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72343C,"Displ spiral fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72344A,"Nondisplaced spiral fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72344B,"Nondisp spiral fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72344C,"Nondisp spiral fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72345A,"Nondisplaced spiral fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72345B,"Nondisp spiral fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72345C,"Nondisp spiral fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72346A,"Nondisplaced spiral fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72346B,"Nondisp spiral fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72346C,"Nondisp spiral fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72351A,"Displaced comminuted fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72351B,"Displ commnt fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72351C,"Displ commnt fx shaft of r femr, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72352A,"Displaced comminuted fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72352B,"Displ commnt fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72352C,"Displ commnt fx shaft of l femr, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72353A,"Displaced comminuted fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72353B,"Displ commnt fx shaft of unsp femr, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72353C,"Displ commnt fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72354A,"Nondisp comminuted fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72354B,"Nondisp commnt fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72354C,"Nondisp commnt fx shaft of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72355A,"Nondisp comminuted fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72355B,"Nondisp commnt fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72355C,"Nondisp commnt fx shaft of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72356A,"Nondisp comminuted fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72356B,"Nondisp commnt fx shaft of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72356C,"Nondisp commnt fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72361A,"Displaced segmental fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72361B,"Displ seg fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72361C,"Displ seg fx shaft of r femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72362A,"Displaced segmental fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72362B,"Displ seg fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72362C,"Displ seg fx shaft of l femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72363A,"Displaced segmental fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72363B,"Displ seg fx shaft of unsp femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72363C,"Displ seg fx shaft of unsp femr, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72364A,"Nondisp segmental fracture of shaft of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72364B,"Nondisp seg fx shaft of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72364C,"Nondisp seg fx shaft of r femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72365A,"Nondisplaced segmental fracture of shaft of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72365B,"Nondisp seg fx shaft of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72365C,"Nondisp seg fx shaft of l femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72366A,"Nondisplaced segmental fracture of shaft of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72366B,"Nondisp seg fx shaft of unsp femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72366C,"Nondisp seg fx shaft of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72391A,"Oth fracture of shaft of right femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72391B,"Oth fx shaft of right femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72391C,"Oth fx shaft of right femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72392A,"Oth fracture of shaft of left femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72392B,"Oth fx shaft of left femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72392C,"Oth fx shaft of left femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72399A,"Oth fracture of shaft of unsp femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72399B,"Oth fx shaft of unsp femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72399C,"Oth fx shaft of unsp femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72401A,"Unsp fracture of lower end of right femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72401B,"Unsp fx lower end of right femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72401C,"Unsp fx lower end of r femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72402A,"Unsp fracture of lower end of left femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72402B,"Unsp fx lower end of left femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72402C,"Unsp fx lower end of left femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72409A,"Unsp fracture of lower end of unsp femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72409B,"Unsp fx lower end of unsp femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72409C,"Unsp fx lower end of unsp femur, init for opn fx type 3A/B/C",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72411A,"Displaced unsp condyle fx lower end of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72411B,"Displ unsp condyle fx low end r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72411C,"Displ unsp condyle fx low end r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72412A,"Displaced unsp condyle fx lower end of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72412B,"Displ unsp condyle fx low end l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72412C,"Displ unsp condyle fx low end l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72413A,"Displaced unsp condyle fx lower end of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72413B,"Displ unsp condyle fx low end unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72413C,"Displ unsp condyle fx low end unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72414A,"Nondisp unsp condyle fx lower end of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72414B,"Nondisp unsp condyle fx low end r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72414C,"Nondisp unsp condyle fx low end r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72415A,"Nondisp unsp condyle fx lower end of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72415B,"Nondisp unsp condyle fx low end l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72415C,"Nondisp unsp condyle fx low end l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72416A,"Nondisp unsp condyle fx lower end of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72416B,"Nondisp unsp condyle fx low end unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72416C,"Nondisp unsp condyle fx low end unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72421A,"Disp fx of lateral condyle of right femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72421B,"Disp fx of lateral condyle of r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72421C,"Disp fx of lateral condyle of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72422A,"Disp fx of lateral condyle of left femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72422B,"Disp fx of lateral condyle of l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72422C,"Disp fx of lateral condyle of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72423A,"Disp fx of lateral condyle of unsp femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72423B,"Disp fx of lateral condyle of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72423C,"Disp fx of lateral condyle of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72424A,"Nondisp fx of lateral condyle of right femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72424B,"Nondisp fx of lateral condyle of r femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72424C,"Nondisp fx of lateral condyle of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72425A,"Nondisp fx of lateral condyle of left femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72425B,"Nondisp fx of lateral condyle of l femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72425C,"Nondisp fx of lateral condyle of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72426A,"Nondisp fx of lateral condyle of unsp femur, init",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72426B,"Nondisp fx of lateral condyle of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72426C,"Nondisp fx of lateral condyle of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72431A,"Disp fx of medial condyle of right femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72431B,"Disp fx of med condyle of r femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72431C,"Disp fx of med condyle of r femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72432A,"Disp fx of medial condyle of left femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72432B,"Disp fx of med condyle of l femur, init for opn fx type I/2",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72432C,"Disp fx of med condyle of l femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72433A,"Disp fx of medial condyle of unsp femur, init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72433B,"Disp fx of med condyle of unsp femr, 7thB",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S72433C,"Disp fx of med condyle of unsp femr, 7thC",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S92591A,"Oth fracture of right lesser toe(s), init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S92591B,"Oth fracture of right lesser toe(s), init for opn fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S92592A,"Oth fracture of left lesser toe(s), init for clos fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
S92592B,"Oth fracture of left lesser toe(s), init for opn fx",INJ005,"Fracture of the lower limb (except hip), initial encounter",Y,0 Not Applicable
