ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S53431S,"Radial collateral ligament sprain of right elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53432S,"Radial collateral ligament sprain of left elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53439S,"Radial collateral ligament sprain of unsp elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53441S,"Ulnar collateral ligament sprain of right elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53442S,"Ulnar collateral ligament sprain of left elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53449S,"Ulnar collateral ligament sprain of unsp elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53491S,"Other sprain of right elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53492S,"Other sprain of left elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S53499S,"Other sprain of unspecified elbow, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5400XS,"Injury of ulnar nerve at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5401XS,"Injury of ulnar nerve at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5402XS,"Injury of ulnar nerve at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5410XS,"Injury of median nerve at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5411XS,"Injury of median nerve at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5412XS,"Injury of median nerve at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5420XS,"Injury of radial nerve at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5421XS,"Injury of radial nerve at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5422XS,"Injury of radial nerve at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5430XS,"Inj cutan sensory nerve at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5431XS,"Inj cutan sensory nerve at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5432XS,"Inj cutan sensory nerve at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S548X1S,"Injury of other nerves at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S548X2S,"Injury of other nerves at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S548X9S,"Injury of other nerves at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5490XS,"Injury of unsp nerve at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5491XS,"Injury of unsp nerve at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S5492XS,"Injury of unsp nerve at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55001S,"Unsp injury of ulnar artery at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55002S,"Unsp injury of ulnar artery at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55009S,"Unsp injury of ulnar artery at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55011S,"Laceration of ulnar artery at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55012S,"Laceration of ulnar artery at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55019S,"Laceration of ulnar artery at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55091S,"Inj ulnar artery at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55092S,"Inj ulnar artery at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55099S,"Inj ulnar artery at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55101S,"Unsp injury of radial art at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55102S,"Unsp injury of radial artery at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55109S,"Unsp injury of radial artery at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55111S,"Laceration of radial artery at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55112S,"Laceration of radial artery at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55119S,"Laceration of radial artery at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55191S,"Inj radial artery at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55192S,"Inj radial artery at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55199S,"Inj radial artery at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55201S,"Unsp injury of vein at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55202S,"Unsp injury of vein at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55209S,"Unsp injury of vein at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55211S,"Laceration of vein at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55212S,"Laceration of vein at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55219S,"Laceration of vein at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55291S,"Oth injury of vein at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55292S,"Oth injury of vein at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55299S,"Oth injury of vein at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55801S,"Unsp inj blood vessels at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55802S,"Unsp injury of blood vessels at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55809S,"Unsp injury of blood vessels at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55811S,"Laceration of blood vessels at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55812S,"Laceration of blood vessels at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55819S,"Laceration of blood vessels at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55891S,"Inj oth blood vessels at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55892S,"Inj oth blood vessels at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55899S,"Inj oth blood vessels at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55901S,"Unsp inj unsp blood vess at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55902S,"Unsp inj unsp blood vess at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55909S,"Unsp inj unsp blood vess at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55911S,"Lacerat unsp blood vessel at forarm lv, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55912S,"Lacerat unsp blood vessel at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55919S,"Lacerat unsp blood vessel at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55991S,"Inj unsp blood vessel at forearm level, right arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55992S,"Inj unsp blood vessel at forearm level, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S55999S,"Inj unsp blood vessel at forearm level, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56001S,"Unsp inj flexor musc/fasc/tend r thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56002S,"Unsp inj flexor musc/fasc/tend l thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56009S,"Unsp inj flexor musc/fasc/tend thmb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56011S,"Strain of flexor musc/fasc/tend r thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56012S,"Strain of flexor musc/fasc/tend l thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56019S,"Strain of flexor musc/fasc/tend thmb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56021S,"Lacerat flexor musc/fasc/tend r thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56022S,"Lacerat flexor musc/fasc/tend l thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56029S,"Lacerat flexor musc/fasc/tend thmb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56091S,"Inj flexor musc/fasc/tend right thumb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56092S,"Inj flexor musc/fasc/tend left thumb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56099S,"Inj flexor musc/fasc/tend thmb at forearm level, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56101S,"Unsp inj flexor musc/fasc/tend r idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56102S,"Unsp inj flexor musc/fasc/tend l idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56103S,"Unsp inj flexor musc/fasc/tend r mid fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56104S,"Unsp inj flexor musc/fasc/tend l mid fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56105S,"Unsp inj flexor musc/fasc/tend r rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56106S,"Unsp inj flexor musc/fasc/tend l rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56107S,"Unsp inj flxr musc/fasc/tend r lit fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56108S,"Unsp inj flxr musc/fasc/tend l lit fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56109S,"Unsp inj flexor musc/fasc/tend unsp fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56111S,"Strain flexor musc/fasc/tend r idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56112S,"Strain flexor musc/fasc/tend l idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56113S,"Strain flexor musc/fasc/tend r mid finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56114S,"Strain flexor musc/fasc/tend l mid finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56115S,"Strain flexor musc/fasc/tend r rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56116S,"Strain flexor musc/fasc/tend l rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56117S,"Strain flxr musc/fasc/tend r little fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56118S,"Strain flxr musc/fasc/tend l little fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56119S,"Strain flexor musc/fasc/tend of unsp fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56121S,"Lacerat flexor musc/fasc/tend r idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56122S,"Lacerat flexor musc/fasc/tend l idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56123S,"Lacerat flexor musc/fasc/tend r mid fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56124S,"Lacerat flexor musc/fasc/tend l mid fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56125S,"Lacerat flexor musc/fasc/tend r rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56126S,"Lacerat flexor musc/fasc/tend l rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56127S,"Lacerat flxr musc/fasc/tend r little fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56128S,"Lacerat flxr musc/fasc/tend l little fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56129S,"Lacerat flexor musc/fasc/tend unsp finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56191S,"Inj flexor musc/fasc/tend r idx fngr at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56192S,"Inj flexor musc/fasc/tend l idx fngr at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56193S,"Inj flexor musc/fasc/tend r mid finger at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56194S,"Inj flexor musc/fasc/tend l mid finger at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56195S,"Inj flexor musc/fasc/tend r rng fngr at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56196S,"Inj flexor musc/fasc/tend l rng fngr at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56197S,"Inj flexor musc/fasc/tend r little finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56198S,"Inj flexor musc/fasc/tend l little finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56199S,"Inj flexor musc/fasc/tend unsp finger at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56201S,"Unsp inj flexor musc/fasc/tend at forarm lv, right arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56202S,"Unsp inj flexor musc/fasc/tend at forarm lv, left arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56209S,"Unsp inj flexor musc/fasc/tend at forarm lv, unsp arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56211S,"Strain flexor musc/fasc/tend at forarm lv, right arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56212S,"Strain flexor musc/fasc/tend at forarm lv, left arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56219S,"Strain flexor musc/fasc/tend at forarm lv, unsp arm, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56221S,"Lacerat flexor musc/fasc/tend at forarm lv, right arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56222S,"Lacerat flexor musc/fasc/tend at forarm lv, left arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56229S,"Lacerat flexor musc/fasc/tend at forarm lv, unsp arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56291S,"Inj oth flexor musc/fasc/tend at forarm lv, right arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56292S,"Inj oth flexor musc/fasc/tend at forarm lv, left arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56299S,"Inj oth flexor musc/fasc/tend at forarm lv, unsp arm, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56301S,"Unsp inj extn/abdr musc/fasc/tend of r thm at forarm lv,sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56302S,"Unsp inj extn/abdr musc/fasc/tend of l thm at forarm lv,sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56309S,"Unsp inj extn/abdr musc/fasc/tend of thmb at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56311S,"Strain extn/abdr musc/fasc/tend of r thm at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56312S,"Strain extn/abdr musc/fasc/tend of l thm at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56319S,"Strain extn/abdr musc/fasc/tend of thmb at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56321S,"Lacerat extn/abdr musc/fasc/tend of r thm at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56322S,"Lacerat extn/abdr musc/fasc/tend of l thm at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56329S,"Lacerat extn/abdr musc/fasc/tend of thmb at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56391S,"Inj extn/abdr musc/fasc/tend of r thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56392S,"Inj extn/abdr musc/fasc/tend of l thm at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56399S,"Inj extn/abdr musc/fasc/tend of thmb at forarm lv, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S56401S,"Unsp inj extn musc/fasc/tend r idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56402S,"Unsp inj extn musc/fasc/tend l idx fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56403S,"Unsp inj extn musc/fasc/tend r mid finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56404S,"Unsp inj extn musc/fasc/tend l mid finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56405S,"Unsp inj extn musc/fasc/tend r rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56406S,"Unsp inj extn musc/fasc/tend l rng fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56407S,"Unsp inj extn musc/fasc/tend r lit fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56408S,"Unsp inj extn musc/fasc/tend l lit fngr at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S56409S,"Unsp inj extn musc/fasc/tend unsp finger at forarm lv, sqla",INJ073,"Injury, sequela",Y,0 Not Applicable
S7010XS,"Contusion of unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S7011XS,"Contusion of right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S7012XS,"Contusion of left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70211S,"Abrasion, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70212S,"Abrasion, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70219S,"Abrasion, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70221S,"Blister (nonthermal), right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70222S,"Blister (nonthermal), left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70229S,"Blister (nonthermal), unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70241S,"External constriction, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70242S,"External constriction, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70249S,"External constriction, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70251S,"Superficial foreign body, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70252S,"Superficial foreign body, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70259S,"Superficial foreign body, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70261S,"Insect bite (nonvenomous), right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70262S,"Insect bite (nonvenomous), left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70269S,"Insect bite (nonvenomous), unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70271S,"Other superficial bite of hip, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70272S,"Other superficial bite of hip, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70279S,"Other superficial bite of hip, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70311S,"Abrasion, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70312S,"Abrasion, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70319S,"Abrasion, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70321S,"Blister (nonthermal), right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70322S,"Blister (nonthermal), left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70329S,"Blister (nonthermal), unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70341S,"External constriction, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70342S,"External constriction, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70349S,"External constriction, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70351S,"Superficial foreign body, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70352S,"Superficial foreign body, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70359S,"Superficial foreign body, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70361S,"Insect bite (nonvenomous), right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70362S,"Insect bite (nonvenomous), left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70369S,"Insect bite (nonvenomous), unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70371S,"Other superficial bite of right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70372S,"Other superficial bite of left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70379S,"Other superficial bite of unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70911S,"Unspecified superficial injury of right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70912S,"Unspecified superficial injury of left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70919S,"Unspecified superficial injury of unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70921S,"Unspecified superficial injury of right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70922S,"Unspecified superficial injury of left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S70929S,"Unspecified superficial injury of unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71001S,"Unspecified open wound, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71002S,"Unspecified open wound, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71009S,"Unspecified open wound, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71011S,"Laceration without foreign body, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71012S,"Laceration without foreign body, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71019S,"Laceration without foreign body, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71021S,"Laceration with foreign body, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71022S,"Laceration with foreign body, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71029S,"Laceration with foreign body, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71031S,"Puncture wound without foreign body, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71032S,"Puncture wound without foreign body, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71039S,"Puncture wound without foreign body, unsp hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71041S,"Puncture wound with foreign body, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71042S,"Puncture wound with foreign body, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71049S,"Puncture wound with foreign body, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71051S,"Open bite, right hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71052S,"Open bite, left hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71059S,"Open bite, unspecified hip, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71101S,"Unspecified open wound, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71102S,"Unspecified open wound, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71109S,"Unspecified open wound, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71111S,"Laceration without foreign body, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71112S,"Laceration without foreign body, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71119S,"Laceration without foreign body, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71121S,"Laceration with foreign body, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71122S,"Laceration with foreign body, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71129S,"Laceration with foreign body, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71131S,"Puncture wound without foreign body, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71132S,"Puncture wound without foreign body, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71139S,"Puncture wound without foreign body, unsp thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71141S,"Puncture wound with foreign body, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71142S,"Puncture wound with foreign body, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71149S,"Puncture wound with foreign body, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71151S,"Open bite, right thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71152S,"Open bite, left thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S71159S,"Open bite, unspecified thigh, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72001S,"Fracture of unspecified part of neck of right femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72002S,"Fracture of unspecified part of neck of left femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72009S,"Fracture of unsp part of neck of unspecified femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72011S,"Unspecified intracapsular fracture of right femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72012S,"Unspecified intracapsular fracture of left femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72019S,"Unsp intracapsular fracture of unspecified femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72021S,"Disp fx of epiphy (separation) (upper) of r femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
S72022S,"Disp fx of epiphy (separation) (upper) of l femur, sequela",INJ073,"Injury, sequela",Y,0 Not Applicable
