ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S060X0A,"Concussion without loss of consciousness, initial encounter",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X1A,"Concussion w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X2A,Concussion with loss of consciousness of 31 minutes to 59 mi,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X3A,Concussion with loss of consciousness of 1 hour to 5 hours 5,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X4A,Concussion with loss of consciousness of 6 hours to 24 hours,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X5A,Concussion with loss of consciousness greater than 24 hours,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X6A,Concussion with loss of consciousness greater than 24 hours,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X7A,Concussion with loss of consciousness of any duration with d,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X8A,Concussion with loss of consciousness of any duration with d,INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S060X9A,"Concussion w loss of consciousness of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X0A,"Traumatic cerebral edema w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X1A,"Traumatic cerebral edema w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X2A,"Traumatic cerebral edema w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X3A,"Traumatic cerebral edema w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X4A,"Traumatic cerebral edema w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X5A,"Traumatic cerebral edema w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X6A,"Traum cerebral edema w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X7A,"Traum cereb edema w LOC w death d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X8A,"Traum cereb edema w LOC w death d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S061X9A,"Traumatic cerebral edema w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X0A,"Diffuse TBI w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X1A,"Diffuse TBI w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X2A,"Diffuse TBI w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X3A,"Diffuse TBI w loss of consciousness of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X4A,"Diffuse TBI w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X5A,"Diffuse TBI w LOC >24 hr w return to conscious levels, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X6A,"Diffuse TBI w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X7A,"Diffuse TBI w LOC w death due to brain injury bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X8A,"Diffuse TBI w LOC w death due to oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S062X9A,"Diffuse TBI w loss of consciousness of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06300A,"Unsp focal TBI w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06301A,"Unsp focal TBI w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06302A,"Unsp focal TBI w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06303A,"Unsp focal TBI w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06304A,"Unsp focal TBI w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06305A,"Unsp focal TBI w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06306A,"Unsp focal TBI w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06307A,"Unsp focal TBI w LOC w death d/t brain injury bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06308A,"Unsp focal TBI w LOC w death due to oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06309A,"Unsp focal TBI w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06310A,"Contus/lac right cerebrum w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06311A,"Contus/lac right cerebrum w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06312A,"Contus/lac right cerebrum w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06313A,"Contus/lac right cerebrum w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06314A,"Contus/lac right cerebrum w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06315A,"Contus/lac right cerebrum w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06316A,"Contus/lac r cereb w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06317A,"Contus/lac r cereb w LOC w dth d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06318A,"Contus/lac r cereb w LOC w dth d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06319A,"Contus/lac right cerebrum w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06320A,"Contus/lac left cerebrum w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06321A,"Contus/lac left cerebrum w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06322A,"Contus/lac left cerebrum w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06323A,"Contus/lac left cerebrum w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06324A,"Contus/lac left cerebrum w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06325A,"Contus/lac left cerebrum w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06326A,"Contus/lac l cereb w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06327A,"Contus/lac l cereb w LOC w dth d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06328A,"Contus/lac l cereb w LOC w dth d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06329A,"Contus/lac left cerebrum w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06330A,"Contus/lac cereb, w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06331A,"Contus/lac cereb, w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06332A,"Contus/lac cereb, w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06333A,"Contus/lac cereb, w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06334A,"Contus/lac cereb, w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06335A,"Contus/lac cereb, w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06336A,"Contus/lac cereb, w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06337A,"Contus/lac cereb, w LOC w death d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06338A,"Contus/lac cereb, w LOC w death d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06339A,"Contus/lac cereb, w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06340A,"Traum hemor right cerebrum w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06341A,"Traum hemor right cerebrum w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06342A,"Traum hemor right cerebrum w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06343A,"Traum hemor right cerebrum w LOC of 1-5 hrs 59 minutes, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06344A,"Traum hemor right cerebrum w LOC of 6-24 hrs, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06345A,"Traum hemor r cereb w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06346A,"Traum hemor r cereb w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06347A,"Traum hemor r cereb w LOC w dth d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06348A,"Traum hemor r cereb w LOC w dth d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06349A,"Traum hemor right cerebrum w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06350A,"Traum hemor left cerebrum w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06351A,"Traum hemor left cerebrum w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06352A,"Traum hemor left cerebrum w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06353A,"Traum hemor left cerebrum w LOC of 1-5 hrs 59 minutes, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06354A,"Traum hemor left cerebrum w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06355A,"Traum hemor left cerebrum w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06356A,"Traum hemor l cereb w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06357A,"Traum hemor l cereb w LOC w dth d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06358A,"Traum hemor l cereb w LOC w dth d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06359A,"Traum hemor left cerebrum w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06360A,"Traum hemor cereb, w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06361A,"Traum hemor cereb, w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06362A,"Traum hemor cereb, w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06363A,"Traum hemor cereb, w LOC of 1-5 hrs 59 minutes, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06364A,"Traum hemor cereb, w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06365A,"Traum hemor cereb, w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06366A,"Traum hemor cereb, w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06367A,"Traum hemor cereb, w LOC w dth d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06368A,"Traum hemor cereb, w LOC w dth d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06369A,"Traum hemor cereb, w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06370A,"Contus/lac/hem crblm w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06371A,"Contus/lac/hem crblm w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06372A,"Contus/lac/hem crblm w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06373A,"Contus/lac/hem crblm w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06374A,"Contus/lac/hem crblm w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06375A,"Contus/lac/hem crblm w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06376A,"Contus/lac/hem crblm w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06377A,"Contus/lac/hem crblm w LOC w dth d/t brain inj bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06378A,"Contus/lac/hem crblm w LOC w dth d/t oth cause bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06379A,"Contus/lac/hem crblm w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06380A,"Contus/lac/hem brainstem w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06381A,"Contus/lac/hem brainstem w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06382A,"Contus/lac/hem brainstem w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06383A,"Contus/lac/hem brainstem w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06384A,"Contus/lac/hem brainstem w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06385A,"Contus/lac/hem brainstem w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06386A,"Contus/lac/hem brnst w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06387A,"Contus/lac/hem brnst w LOC w dth d/t brain inj bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06388A,"Contus/lac/hem brnst w LOC w dth d/t oth cause bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06389A,"Contus/lac/hem brainstem w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X0A,"Epidural hemorrhage w/o loss of consciousness, init encntr",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X1A,"Epidural hemorrhage w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X2A,"Epidural hemorrhage w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X3A,"Epidural hemorrhage w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X4A,"Epidural hemorrhage w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X5A,"Epidural hemorrhage w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X6A,"Epidural hemorrhage w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X7A,"Epidur hemor w LOC w death d/t brain injury bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X8A,"Epidur hemor w LOC w death due to oth causes bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S064X9A,"Epidural hemorrhage w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X0A,"Traum subdr hem w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X1A,"Traum subdr hem w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X2A,"Traum subdr hem w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X3A,"Traum subdr hem w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X4A,"Traum subdr hem w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X5A,"Traum subdr hem w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X6A,"Traum subdr hem w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X7A,"Traum subdr hem w LOC w dth d/t brain inj bef reg consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X8A,"Traum subdr hem w LOC w dth d/t oth cause bef reg consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S065X9A,"Traum subdr hem w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X0A,"Traum subrac hem w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X1A,"Traum subrac hem w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X2A,"Traum subrac hem w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X3A,"Traum subrac hem w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X4A,"Traum subrac hem w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X5A,"Traum subrac hem w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X6A,"Traum subrac hem w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X7A,"Traum subrac hem w LOC w death d/t brain inj bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X8A,"Traum subrac hem w LOC w death d/t oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S066X9A,"Traum subrac hem w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06810A,"Injury of r int carotid, intcr w/o LOC, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06811A,"Inj r int carotid, intcr w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06812A,"Injury of r int carotid, intcr w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06813A,"Injury of r int carotid, intcr w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06814A,"Injury of r int carotid, intcr w LOC of 6-24 hrs, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06815A,"Inj r int carotid, intcr w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06816A,"Inj r int crtd,intcr w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06817A,"Inj r int crtd,intcr w LOC w dth d/t brain inj bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06818A,"Inj r int crtd,intcr w LOC w dth d/t oth cause bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06819A,"Injury of r int carotid, intcr w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06820A,"Injury of l int carotid, intcr w/o LOC, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06821A,"Inj l int carotid, intcr w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06822A,"Injury of l int carotid, intcr w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06823A,"Injury of l int carotid, intcr w LOC of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06824A,"Injury of l int carotid, intcr w LOC of 6-24 hrs, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06825A,"Inj l int carotid, intcr w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06826A,"Inj l int crtd,intcr w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06827A,"Inj l int crtd,intcr w LOC w dth d/t brain inj bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06828A,"Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06829A,"Injury of l int carotid, intcr w LOC of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06890A,"Intcran inj w/o loss of consciousness, init encntr",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06891A,"Intcran inj w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06892A,"Intcran inj w loss of consciousness of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06893A,"Intcran inj w loss of consciousness of 1-5 hrs 59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06894A,"Intcran inj w LOC of 6 hours to 24 hours, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06895A,"Intcran inj w LOC >24 hr w ret consc lev, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06896A,"Intcran inj w LOC >24 hr w/o ret consc w surv, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06897A,"Intcran inj w LOC w death due to brain injury bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06898A,"Intcran inj w LOC w death due to oth cause bf consc, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S06899A,"Intcran inj w loss of consciousness of unsp duration, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S069X0A,"Unsp intracranial injury w/o loss of consciousness, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S069X1A,"Unsp intracranial injury w LOC of 30 minutes or less, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
S069X2A,"Unsp intracranial injury w LOC of 31-59 min, init",INJ008,"Traumatic brain injury (TBI); concussion, initial encounter",Y,0 Not Applicable
